gbifID;acceptedScientificName;scientificName;basisOfRecord;preparations;datasetName;rightsHolder;license
1843579409;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;MachineObservation;Film;NMNH Extant Biology;;
1843579317;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;MachineObservation;Film;NMNH Extant Biology;;
1843579283;Amphiprion chrysogaster Cuvier, 1830;Amphiprion chrysogaster;MachineObservation;Film;NMNH Extant Biology;;
1843579224;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843577979;Amphiprion mccullochi Whitley, 1929;Amphiprion mccullochi;MachineObservation;Film;NMNH Extant Biology;;
1843577756;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;MachineObservation;Film;NMNH Extant Biology;;
1843577719;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843577682;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;MachineObservation;Film;NMNH Extant Biology;;
1843577210;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;MachineObservation;Film;NMNH Extant Biology;;
1843576419;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;MachineObservation;Film;NMNH Extant Biology;;
1843573118;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843573048;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;MachineObservation;Film;NMNH Extant Biology;;
1843571994;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;MachineObservation;Film;NMNH Extant Biology;;
1843571278;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843571116;Amphiprion nigripes Regan, 1908;Amphiprion nigripes;MachineObservation;Film;NMNH Extant Biology;;
1843570188;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;MachineObservation;Film;NMNH Extant Biology;;
1843568837;Amphiprion tricinctus Schultz & Welander, 1953;Amphiprion tricinctus;MachineObservation;Film;NMNH Extant Biology;;
1843568683;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843568344;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843567704;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843566400;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843565457;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;MachineObservation;Film;NMNH Extant Biology;;
1843564865;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;MachineObservation;Film;NMNH Extant Biology;;
1843564298;Amphiprion bicinctus Rüppell, 1828-1830;Amphiprion bicinctus;MachineObservation;Film;NMNH Extant Biology;;
1843562582;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;MachineObservation;Film;NMNH Extant Biology;;
1843562083;Amphiprion tricinctus Schultz & Welander, 1953;Amphiprion tricinctus;MachineObservation;Film;NMNH Extant Biology;;
1843562077;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843561978;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;MachineObservation;Film;NMNH Extant Biology;;
1843561513;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;MachineObservation;Film;NMNH Extant Biology;;
1843561369;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;MachineObservation;Film;NMNH Extant Biology;;
1843561183;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843558828;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;MachineObservation;Film;NMNH Extant Biology;;
1843558471;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;MachineObservation;Film;NMNH Extant Biology;;
1843557109;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;MachineObservation;Film;NMNH Extant Biology;;
1843555367;Amphiprion tricinctus Schultz & Welander, 1953;Amphiprion tricinctus;MachineObservation;Film;NMNH Extant Biology;;
1843555107;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;MachineObservation;Film;NMNH Extant Biology;;
1843555015;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;MachineObservation;Film;NMNH Extant Biology;;
1843554357;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843551525;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843551404;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843550499;Amphiprion ephippium (Bloch, 1790);Amphiprion ephippium;MachineObservation;Film;NMNH Extant Biology;;
1843548450;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843545672;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843545047;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;MachineObservation;Film;NMNH Extant Biology;;
1843544591;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;MachineObservation;Film;NMNH Extant Biology;;
1843543400;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;MachineObservation;Film;NMNH Extant Biology;;
1843542585;Amphiprion tricinctus Schultz & Welander, 1953;Amphiprion tricinctus;MachineObservation;Film;NMNH Extant Biology;;
1843541534;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;MachineObservation;Film;NMNH Extant Biology;;
1843541488;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;MachineObservation;Film;NMNH Extant Biology;;
1843538695;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843537777;Amphiprion omanensis Allen & Mee, 1991;Amphiprion omanensis;MachineObservation;Film;NMNH Extant Biology;;
1843536935;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843535950;Amphiprion omanensis Allen & Mee, 1991;Amphiprion omanensis;MachineObservation;Film;NMNH Extant Biology;;
1843532991;Amphiprion fuscocaudatus Allen, 1972;Amphiprion fuscocaudatus;MachineObservation;Film;NMNH Extant Biology;;
1843531764;Amphiprion rubrocinctus Richardson, 1842;Amphiprion rubrocinctus;MachineObservation;Film;NMNH Extant Biology;;
1843530776;Amphiprion latezonatus Waite, 1900;Amphiprion latezonatus;MachineObservation;Film;NMNH Extant Biology;;
1843530396;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;MachineObservation;Film;NMNH Extant Biology;;
1843524972;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843522353;Amphiprion percula (Lacepède, 1802);Amphiprion percula;MachineObservation;Film;NMNH Extant Biology;;
1843522051;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;MachineObservation;Film;NMNH Extant Biology;;
1843519531;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1843518055;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;MachineObservation;Film;NMNH Extant Biology;;
1841288406;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;HumanObservation;;iNaturalist research-grade observations;Adelma Hills;http://creativecommons.org/licenses/by-nc/4.0/
1839268418;Amphiprion latezonatus Waite, 1900;Amphiprion latezonatus;HumanObservation;;iNaturalist research-grade observations;pincetczy;http://creativecommons.org/licenses/by-nc/4.0/
1839267139;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Ryan Rash;http://creativecommons.org/licenses/by-nc/4.0/
1839264782;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Ryan McMinds;http://creativecommons.org/licenses/by/4.0/
1839216287;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Alex Dreyer;http://creativecommons.org/licenses/by-nc/4.0/
1839215920;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Alex Dreyer;http://creativecommons.org/licenses/by-nc/4.0/
1839207811;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838411192;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Alex Dreyer;http://creativecommons.org/licenses/by-nc/4.0/
1838394123;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;brentch;http://creativecommons.org/licenses/by-nc/4.0/
1838386039;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;Jenny j;http://creativecommons.org/licenses/by-nc/4.0/
1838386027;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Jenny j;http://creativecommons.org/licenses/by-nc/4.0/
1838385325;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;Adrian;http://creativecommons.org/licenses/by-nc/4.0/
1838374530;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;wei_marine_trainees;http://creativecommons.org/licenses/by-nc/4.0/
1838374465;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838363672;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;rowanwattpringle;http://creativecommons.org/licenses/by-nc/4.0/
1838362382;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;rowanwattpringle;http://creativecommons.org/licenses/by-nc/4.0/
1838359799;Amphiprion percula (Lacepède, 1802);Amphiprion percula;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838356885;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;brentch;http://creativecommons.org/licenses/by-nc/4.0/
1838350774;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;rowanwattpringle;http://creativecommons.org/licenses/by-nc/4.0/
1838346606;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;rowanwattpringle;http://creativecommons.org/licenses/by-nc/4.0/
1838336602;Amphiprion leucokranos Allen, 1973;Amphiprion leucokranos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838336564;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838330360;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838326851;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Alan Horstmann;http://creativecommons.org/licenses/by-nc/4.0/
1838313945;Amphiprion percula (Lacepède, 1802);Amphiprion percula;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838306410;Amphiprion percula (Lacepède, 1802);Amphiprion percula;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838304570;Amphiprion leucokranos Allen, 1973;Amphiprion leucokranos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838077244;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;sea-kangaroo;http://creativecommons.org/licenses/by/4.0/
1838047739;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838047695;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838046226;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838041159;Amphiprion percula (Lacepède, 1802);Amphiprion percula;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838040093;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838022532;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1838014641;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837793835;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;sea-kangaroo;http://creativecommons.org/licenses/by/4.0/
1837785377;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Don Lipmanson;http://creativecommons.org/licenses/by-nc/4.0/
1837783881;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;David R;http://creativecommons.org/licenses/by-nc/4.0/
1837781552;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;David R;http://creativecommons.org/licenses/by-nc/4.0/
1837781541;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837781463;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;David R;http://creativecommons.org/licenses/by-nc/4.0/
1837781459;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;David R;http://creativecommons.org/licenses/by-nc/4.0/
1837777671;Amphiprion leucokranos Allen, 1973;Amphiprion leucokranos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837774993;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837766171;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837765148;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837765142;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837761451;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837760894;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837757253;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;naturew;http://creativecommons.org/licenses/by-nc/4.0/
1837750730;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Tim Woodward;http://creativecommons.org/licenses/by-nc/4.0/
1837749652;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837736381;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;desertnaturalist;http://creativecommons.org/licenses/by-nc/4.0/
1837735776;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;bja2800dk;http://creativecommons.org/licenses/by-nc/4.0/
1837095734;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;HumanObservation;;iNaturalist research-grade observations;veiortiz;http://creativecommons.org/licenses/by-nc/4.0/
1837095354;Amphiprion sebae Bleeker, 1853;Amphiprion sebae;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1837086689;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;desertnaturalist;http://creativecommons.org/licenses/by-nc/4.0/
1837070596;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;bja2800dk;http://creativecommons.org/licenses/by-nc/4.0/
1836681413;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;HumanObservation;;iNaturalist research-grade observations;Richard Ling;http://creativecommons.org/licenses/by-nc/4.0/
1836643725;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Harry Rosenthal;http://creativecommons.org/licenses/by-nc/4.0/
1836619179;Amphiprion omanensis Allen & Mee, 1991;Amphiprion omanensis;HumanObservation;;iNaturalist research-grade observations;luca tringali;http://creativecommons.org/licenses/by-nc/4.0/
1836618438;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;Harry Rosenthal;http://creativecommons.org/licenses/by-nc/4.0/
1836593884;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;HumanObservation;;iNaturalist research-grade observations;Tsu Soo Tan;http://creativecommons.org/licenses/by-nc/4.0/
1831235672;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;HumanObservation;;iNaturalist research-grade observations;Harry Rosenthal;http://creativecommons.org/licenses/by-nc/4.0/
1831233852;Amphiprion bicinctus Rüppell, 1828-1830;Amphiprion bicinctus;HumanObservation;;iNaturalist research-grade observations;krkzv;http://creativecommons.org/licenses/by-nc/4.0/
1831210967;Amphiprion latifasciatus Allen, 1972;Amphiprion latifasciatus;HumanObservation;;iNaturalist research-grade observations;Carmelo L��pez Abad;http://creativecommons.org/licenses/by-nc/4.0/
1831206929;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Damon Tighe;http://creativecommons.org/licenses/by-nc/4.0/
1831206779;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Damon Tighe;http://creativecommons.org/licenses/by-nc/4.0/
1831206772;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Damon Tighe;http://creativecommons.org/licenses/by-nc/4.0/
1831205642;Amphiprion bicinctus Rüppell, 1828-1830;Amphiprion bicinctus;HumanObservation;;iNaturalist research-grade observations;krkzv;http://creativecommons.org/licenses/by-nc/4.0/
1831202398;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Carmelo L��pez Abad;http://creativecommons.org/licenses/by-nc/4.0/
1831178972;Amphiprion latifasciatus Allen, 1972;Amphiprion latifasciatus;HumanObservation;;iNaturalist research-grade observations;Carmelo L��pez Abad;http://creativecommons.org/licenses/by-nc/4.0/
1831175988;Amphiprion polymnus (Linnaeus, 1758);Amphiprion polymnus;HumanObservation;;iNaturalist research-grade observations;Jason Alexander;http://creativecommons.org/licenses/by-nc/4.0/
1831175854;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Jason Alexander;http://creativecommons.org/licenses/by-nc/4.0/
1831113930;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1831097339;Amphiprion mccullochi Whitley, 1929;Amphiprion mccullochi;HumanObservation;;iNaturalist research-grade observations;humuhumufish;http://creativecommons.org/licenses/by-nc/4.0/
1831090491;Amphiprion latezonatus Waite, 1900;Amphiprion latezonatus;HumanObservation;;iNaturalist research-grade observations;Lucy Smiechura;http://creativecommons.org/licenses/by-nc/4.0/
1807322340;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Bernard Picton;http://creativecommons.org/licenses/by/4.0/
1807322328;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;Bernard Picton;http://creativecommons.org/licenses/by/4.0/
1807322188;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;Bernard Picton;http://creativecommons.org/licenses/by/4.0/
1807316605;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Sarah Faulwetter;http://creativecommons.org/publicdomain/zero/1.0/
1807316380;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Sarah Faulwetter;http://creativecommons.org/publicdomain/zero/1.0/
1807311765;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;kojintsuchiya;http://creativecommons.org/licenses/by-nc/4.0/
1807294410;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;evolution_dive_resort;http://creativecommons.org/licenses/by-nc/4.0/
1807292531;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Massimiliano Finzi;http://creativecommons.org/licenses/by/4.0/
1807292529;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;Massimiliano Finzi;http://creativecommons.org/licenses/by/4.0/
1807265711;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1807265689;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1807265580;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1806611072;Amphiprion mccullochi Whitley, 1929;Amphiprion mccullochi;HumanObservation;;;;
1806373237;Amphiprion mccullochi Whitley, 1929;Amphiprion mccullochi;HumanObservation;;iNaturalist research-grade observations;Adelma Hills;http://creativecommons.org/licenses/by-nc/4.0/
1806367633;Amphiprion bicinctus Rüppell, 1828-1830;Amphiprion bicinctus;HumanObservation;;iNaturalist research-grade observations;Karolina Rybszleger;http://creativecommons.org/licenses/by-nc/4.0/
1806335689;Amphiprion frenatus Brevoort, 1856;Amphiprion frenatus;HumanObservation;;iNaturalist research-grade observations;Tsu Soo Tan;http://creativecommons.org/licenses/by-nc/4.0/
1805408232;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;krkzv;http://creativecommons.org/licenses/by-nc/4.0/
1805403725;Amphiprion akallopisos Bleeker, 1853;Amphiprion akallopisos;HumanObservation;;iNaturalist research-grade observations;krkzv;http://creativecommons.org/licenses/by-nc/4.0/
1805403718;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;krkzv;http://creativecommons.org/licenses/by-nc/4.0/
1805381044;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;bja2800dk;http://creativecommons.org/licenses/by-nc/4.0/
1805373972;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805373792;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805369343;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805369337;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805367468;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805367415;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1805367387;Amphiprion chrysopterus Cuvier, 1830;Amphiprion chrysopterus;HumanObservation;;iNaturalist research-grade observations;Mark Rosenstein;http://creativecommons.org/licenses/by/4.0/
1802792287;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;bja2800dk;http://creativecommons.org/licenses/by-nc/4.0/
1802785020;Amphiprion nigripes Regan, 1908;Amphiprion nigripes;HumanObservation;;iNaturalist research-grade observations;bja2800dk;http://creativecommons.org/licenses/by-nc/4.0/
1802731157;Amphiprion melanopus Bleeker, 1852;Amphiprion melanopus;HumanObservation;;iNaturalist research-grade observations;Adelma Hills;http://creativecommons.org/licenses/by-nc/4.0/
1802726248;Amphiprion ocellaris Cuvier, 1830;Amphiprion ocellaris;HumanObservation;;iNaturalist research-grade observations;ninjawil;http://creativecommons.org/licenses/by-nc/4.0/
1802704946;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;dengland81;http://creativecommons.org/licenses/by-nc/4.0/
1802697299;Amphiprion allardi Klausewitz, 1970;Amphiprion allardi;HumanObservation;;iNaturalist research-grade observations;Jean-Jacques;http://creativecommons.org/licenses/by-nc/4.0/
1802672220;Amphiprion perideraion Bleeker, 1855;Amphiprion perideraion;HumanObservation;;iNaturalist research-grade observations;Tsu Soo Tan;http://creativecommons.org/licenses/by-nc/4.0/
1802663791;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;Peter Krottje;http://creativecommons.org/licenses/by-nc/4.0/
1802658418;Amphiprion akindynos Allen, 1972;Amphiprion akindynos;HumanObservation;;iNaturalist research-grade observations;anthonyhealy;http://creativecommons.org/licenses/by-nc/4.0/
1802640702;Amphiprion clarkii (Bennett, 1830);Amphiprion clarkii;HumanObservation;;iNaturalist research-grade observations;Christian Schwarz;http://creativecommons.org/licenses/by-nc/4.0/
1802640506;Amphiprion sandaracinos Allen, 1972;Amphiprion sandaracinos;HumanObservation;;iNaturalist research-grade observations;Tsu Soo Tan;http://creativecommons.org/licenses/by-nc/4.0/
