acc_T4f1,0.6911,0.8699,0.8293,0.8943,0.8374,0.8618,0.813,0.8699,0.8618,0.8862,0.8699,0.8699,0.8537,0.878,0.8699,0.8699,0.8862,0.8699,0.8618,0.8455,0.8618,0.8699,0.8699,0.8699,0.8699
loss_T4f1,0.8948,0.4992,0.4941,0.3937,0.4427,0.3636,0.4498,0.346,0.3741,0.3364,0.3466,0.332,0.3488,0.3475,0.3269,0.3484,0.327,0.3414,0.3508,0.3598,0.3466,0.352,0.354,0.3556,0.3414 
