acc_TL4f1,0.5043,0.7842,0.8039,0.8261,0.8459,0.8619,0.8705,0.8792,0.873,0.8767,0.8903,0.8816,0.8816,0.873,0.8853,0.8779,0.8866,0.8705,0.889,0.8792,0.8829,0.8804,0.8878,0.8915,0.8952,
loss_TL4f1,1.1555,0.7073,0.5953,0.5204,0.4837,0.4419,0.4151,0.3919,0.409,0.3893,0.3785,0.3754,0.3759,0.3907,0.366,0.3864,0.3772,0.412,0.3592,0.3873,0.3737,0.358,0.3735,0.3732,0.3623,
acc_TL4f1,0.5043,0.7842,0.8039,0.8261,0.8459,0.8619,0.8705,0.8792,0.873,0.8767,0.8903,0.8816,0.8816,0.873,0.8853,0.8779,0.8866,0.8705,0.889,0.8792,0.8829,0.8804,0.8878,0.8915,0.8952,
loss_TL4f1,1.1555,0.7073,0.5953,0.5204,0.4837,0.4419,0.4151,0.3919,0.409,0.3893,0.3785,0.3754,0.3759,0.3907,0.366,0.3864,0.3772,0.412,0.3592,0.3873,0.3737,0.358,0.3735,0.3732,0.3623,
