    
acc_T2f1,0.8929,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643,0.9643
loss_T2f1,0.2523,0.1421,0.1284,0.1298,0.1285,0.1153,0.1073,0.1076,0.1146,0.1117,0.1124,0.1106,0.1123,0.1056,0.1083,0.1077,0.1096,0.1065,0.1114,0.1093,0.111,0.1092,0.1124,0.1106,0.108,0.1128,0.1097,0.1084,0.1116,0.1096
