
acc_TL2f1,0.7858,0.8649,0.9308,0.9407,0.9209,0.9308,0.9539,0.9539,0.9671,0.9555,0.9506,0.9638,0.939,0.9506,0.9489,0.9605,0.9671,0.9671,0.9572,0.9423,0.9473,0.9605,0.9621,0.9703,0.9456,0.9621,0.9654,0.9539,0.9605,0.9456
loss_TL2f1,0.464,0.2994,0.2214,0.1777,0.1983,0.1674,0.1447,0.1397,0.1306,0.1398,0.1473,0.1301,0.1476,0.1445,0.1486,0.1304,0.1247,0.113,0.1239,0.1529,0.1476,0.1326,0.1308,0.1097,0.1602,0.1226,0.1254,0.15,0.1287,0.1557
